set_id,cx,cy,cz,nx,ny,nz,radius,adoption,radius_status,arc_deg,n_traces,n_faces,residual_m
5,0.0,-3.2086453437805176,-0.8731723725795746,0.818027836633485,0.30666952675503945,0.48660482925324583,0.5,deterministic_disc,shrinkage,0.0,1,1,1.2929657957945396e-08
5,0.0,-2.467069983482361,-3.9250802993774414,0.8024673311025586,0.4420086062289823,0.40084233126336477,0.5,deterministic_disc,shrinkage,0.0,1,1,2.8441930941916064e-08
5,0.0,3.434513807296753,-2.5704944729804993,0.8740206798068952,0.4610418891589898,0.15338913817673885,1.1263458182618273,deterministic_disc,shrinkage,0.0,1,1,2.525284912815624e-08
5,0.0,1.9910320043563843,-0.40071791037917137,0.7471464229176311,0.47146448195556884,0.4685012966638998,0.5692668831738963,deterministic_disc,shrinkage,0.0,1,1,2.483710898385514e-08
5,0.0,0.7906504273414612,3.5549089908599854,0.6523922563589456,0.711272405610133,0.26167901876241123,0.5,deterministic_disc,shrinkage,0.0,1,1,3.0849150224832735e-08
5,0.0,-2.3274952173233032,3.235652446746826,0.8266322601812037,0.5198429816035383,0.21550494403901357,0.5,deterministic_disc,shrinkage,0.0,1,1,3.0443487696280084e-09
5,0.0,0.3386617098003626,-0.7031678855419159,0.6478496965719925,0.49015645522687185,0.5831272760307178,0.5,deterministic_disc,shrinkage,0.0,1,1,1.3006156663513314e-08
5,0.0,1.0362292528152466,1.6470935344696045,0.7022839265393547,0.4550278534593553,0.5474914968295287,0.5,deterministic_disc,shrinkage,0.0,1,1,2.3747592595522645e-08
5,0.0,-4.326391935348511,1.775001883506775,0.840137704358213,0.3589823476728036,0.40657141042507433,0.5,deterministic_disc,shrinkage,0.0,1,1,1.2324377730490243e-08
5,0.0,2.144683837890625,-1.174097716808319,0.8054988736693615,0.45878075165896043,0.3750890379958196,0.5785747865504147,deterministic_disc,shrinkage,0.0,1,1,2.8729551182181903e-08
5,0.0,-1.6074406504631042,-0.8209306597709656,0.36916884615643536,0.7905506456480189,0.4886144079875527,0.5,deterministic_disc,shrinkage,0.0,1,1,1.2157910176833457e-08
5,0.0,3.3197118639945984,1.594376564025879,0.8402929646452052,0.4266952939140694,0.33442317461467563,0.5,deterministic_disc,shrinkage,178.4,2,1,0.04833072966800796
5,0.0,-0.07913532853126526,3.3296725749969482,0.4939643434883742,0.43115138939949293,0.7550547707159967,0.5730545907669437,deterministic_disc,shrinkage,0.0,1,1,2.2791496641141877e-08
5,0.0,-0.0214768648147583,-0.973317950963974,0.9285749100133492,0.16232597658566278,0.3337647582043546,1.1946052937758311,deterministic_disc,shrinkage,0.0,1,1,5.115487524710034e-09
5,0.0,-1.7943592071533203,-1.8979948163032532,0.7302924281055723,0.5356383836430458,0.42398642834403677,0.5,deterministic_disc,shrinkage,0.0,1,1,4.552113289220478e-09
5,0.0,3.3783854246139526,-2.0526141449809074,0.7473482379310766,0.657986988849105,-0.09232406927016819,2.224408104569282,deterministic_disc,shrinkage,0.0,1,1,5.511654334647432e-08
5,0.0,-5.0791637897491455,-1.6659504771232605,0.7035957798985014,0.4278499024313547,0.5673600615997745,0.6275562417757186,deterministic_disc,shrinkage,0.0,1,1,8.695165398623477e-08
5,0.0,3.8771660327911377,-0.8206497430801392,0.8316626084386513,0.027144615036839622,0.55461741371825,0.7017214552928174,deterministic_disc,shrinkage,0.0,1,1,3.69280345449704e-09
